cod_municipio,municipio,estado,ano,producao_kg,valor_producao_mil_reais,preco_medio_kg
1200401,Rio Branco,AC,2000,1800.0,22.0,12.222222222222221
2700300,Arapiraca,AL,2000,2560.0,10.0,3.90625
2701902,Chã Preta,AL,2000,800.0,8.0,10.0
2702355,Craíbas,AL,2000,400.0,2.0,5.0
2702603,Feira Grande,AL,2000,600.0,2.0,3.3333333333333335
2702900,Girau do Ponciano,AL,2000,2500.0,10.0,4.0
2703700,Jaramataia,AL,2000,1272.0,5.0,3.930817610062893
2704104,Lagoa da Canoa,AL,2000,1600.0,6.0,3.75
2706307,Palmeira dos Índios,AL,2000,609.0,3.0,4.926108374384237
2709202,Traipu,AL,2000,3600.0,14.0,3.888888888888889
1304203,Tefé,AM,2000,498.0,3.0,6.024096385542169
2900207,Abaré,BA,2000,1190.0,12.0,10.084033613445378
2900306,Acajutiba,BA,2000,350.0,4.0,11.428571428571429
2900355,Adustina,BA,2000,800.0,8.0,10.0
2900702,Alagoinhas,BA,2000,11342.0,52.0,4.584729324634103
2900801,Alcobaça,BA,2000,9600.0,47.0,4.895833333333333
2901304,Andaraí,BA,2000,4800.0,18.0,3.75
2901403,Angical,BA,2000,1820.0,6.0,3.2967032967032965
2901601,Antas,BA,2000,1500.0,15.0,10.0
2902104,Araci,BA,2000,268.0,3.0,11.194029850746269
2902252,Arataca,BA,2000,500.0,5.0,10.0
2902500,Baianópolis,BA,2000,1364.0,5.0,3.665689149560117
2902658,Banzaê,BA,2000,2000.0,20.0,10.0
2902906,Barra do Choça,BA,2000,1735.0,3.0,1.7291066282420748
2903003,Barra do Mendes,BA,2000,70.0,1.0,14.285714285714286
2903201,Barreiras,BA,2000,3020.0,14.0,4.635761589403973
2903235,Barro Alto,BA,2000,90.0,1.0,11.11111111111111
2903409,Belmonte,BA,2000,205.0,2.0,9.75609756097561
2903607,Biritinga,BA,2000,352.0,4.0,11.363636363636363
2903706,Boa Nova,BA,2000,1765.0,18.0,10.19830028328612
2904050,Bonito,BA,2000,1000.0,10.0,10.0
2904100,Boquira,BA,2000,4000.0,40.0,10.0
2904704,Buerarema,BA,2000,590.0,6.0,10.169491525423728
2904902,Cachoeira,BA,2000,1610.0,16.0,9.937888198757763
2905008,Caculé,BA,2000,1419.0,14.0,9.866102889358704
2905206,Caetité,BA,2000,1594.0,16.0,10.037641154328734
2905602,Camacan,BA,2000,820.0,8.0,9.75609756097561
2906006,Campo Formoso,BA,2000,3255.0,33.0,10.138248847926267
2906204,Canarana,BA,2000,75.0,1.0,13.333333333333334
2906907,Caravelas,BA,2000,32000.0,157.0,4.90625
2907004,Cardeal da Silva,BA,2000,280.0,1.0,3.5714285714285716
2907202,Casa Nova,BA,2000,6961.0,70.0,10.056026432983767
2907301,Castro Alves,BA,2000,1118.0,11.0,9.838998211091234
2907400,Catolândia,BA,2000,650.0,2.0,3.076923076923077
2907509,Catu,BA,2000,3850.0,18.0,4.675324675324675
2907707,Chorrochó,BA,2000,1168.0,12.0,10.273972602739725
2908408,Conceição do Coité,BA,2000,700.0,7.0,10.0
2908507,Conceição do Jacuípe,BA,2000,1440.0,4.0,2.7777777777777777
2908606,Conde,BA,2000,1600.0,16.0,10.0
2909406,Cotegipe,BA,2000,1846.0,6.0,3.2502708559046587
2909703,Cristópolis,BA,2000,1135.0,4.0,3.5242290748898677
2909802,Cruz das Almas,BA,2000,4720.0,47.0,9.957627118644067
2909901,Curaçá,BA,2000,629.0,3.0,4.769475357710652
2907806,Cícero Dantas,BA,2000,6000.0,60.0,10.0
2910503,Entre Rios,BA,2000,2415.0,11.0,4.554865424430642
2910602,Esplanada,BA,2000,250.0,3.0,12.0
2910701,Euclides da Cunha,BA,2000,5000.0,8.0,1.6
2910727,Eunápolis,BA,2000,615.0,6.0,9.75609756097561
2910800,Feira de Santana,BA,2000,16396.0,47.0,2.8665528177604296
2911006,Floresta Azul,BA,2000,3140.0,31.0,9.872611464968152
2911105,Formosa do Rio Preto,BA,2000,685.0,2.0,2.9197080291970803
2910750,Fátima,BA,2000,4000.0,40.0,10.0
2911402,Glória,BA,2000,985.0,10.0,10.152284263959391
2911600,Governador Mangabeira,BA,2000,580.0,6.0,10.344827586206897
2911808,Guaratinga,BA,2000,568.0,6.0,10.56338028169014
2911857,Heliópolis,BA,2000,10200.0,102.0,10.0
2912004,Ibiassucê,BA,2000,520.0,3.0,5.769230769230769
2912103,Ibicaraí,BA,2000,10040.0,100.0,9.9601593625498
2912301,Ibicuí,BA,2000,5000.0,50.0,10.0
2912400,Ibipeba,BA,2000,25.0,0.0,0.0
2912509,Ibipitanga,BA,2000,2510.0,25.0,9.9601593625498
2913200,Ibotirama,BA,2000,18870.0,189.0,10.015898251192368
2913408,Igaporã,BA,2000,650.0,7.0,10.76923076923077
2913606,Ilhéus,BA,2000,4900.0,49.0,10.0
2913705,Inhambupe,BA,2000,9373.0,42.0,4.480955937266617
2914505,Irará,BA,2000,1121.0,3.0,2.6761819803746656
2914802,Itabuna,BA,2000,1070.0,11.0,10.280373831775702
2916005,Itanhém,BA,2000,1250.0,13.0,10.4
2916856,Itatim,BA,2000,650.0,7.0,10.76923076923077
2916906,Itiruçu,BA,2000,350.0,4.0,11.428571428571429
2917003,Itiúba,BA,2000,1850.0,19.0,10.27027027027027
2917409,Jacaraci,BA,2000,1010.0,6.0,5.9405940594059405
2917508,Jacobina,BA,2000,12000.0,19.0,1.5833333333333333
2917607,Jaguaquara,BA,2000,660.0,7.0,10.606060606060606
2917904,Jandaíra,BA,2000,600.0,6.0,10.0
2918001,Jequié,BA,2000,1865.0,19.0,10.187667560321715
2918357,João Dourado,BA,2000,20.0,0.0,0.0
2918407,Juazeiro,BA,2000,7834.0,78.0,9.956599438345673
2918506,Jussara,BA,2000,35.0,0.0,0.0
2918555,Jussari,BA,2000,93.0,1.0,10.75268817204301
2918704,Lafaiete Coutinho,BA,2000,4240.0,42.0,9.90566037735849
2918753,Lagoa Real,BA,2000,930.0,5.0,5.376344086021505
2919108,Lamarão,BA,2000,48.0,0.0,0.0
2919157,Lapão,BA,2000,20.0,0.0,0.0
2919405,Licínio de Almeida,BA,2000,650.0,4.0,6.153846153846154
2919504,Livramento de Nossa Senhora,BA,2000,2280.0,23.0,10.087719298245615
2919801,Macaúbas,BA,2000,985.0,10.0,10.152284263959391
2919900,Macururé,BA,2000,230.0,1.0,4.3478260869565215
2920403,Manoel Vitorino,BA,2000,1065.0,11.0,10.328638497652582
2920452,Mansidão,BA,2000,550.0,6.0,10.909090909090908
2921005,Mata de São João,BA,2000,2415.0,24.0,9.937888198757763
2921450,Mirante,BA,2000,495.0,2.0,4.040404040404041
2921708,Morro do Chapéu,BA,2000,725.0,7.0,9.655172413793103
2921807,Mortugaba,BA,2000,650.0,4.0,6.153846153846154
2923050,Novo Triunfo,BA,2000,1000.0,10.0,10.0
2923308,Ouriçangas,BA,2000,1350.0,6.0,4.444444444444445
2923506,Palmeiras,BA,2000,2000.0,20.0,10.0
2923803,Paripiranga,BA,2000,1000.0,10.0,10.0
2923902,Pau Brasil,BA,2000,235.0,2.0,8.51063829787234
2924009,Paulo Afonso,BA,2000,2700.0,27.0,10.0
2924652,Pintadas,BA,2000,500.0,2.0,4.0
2925253,Ponto Novo,BA,2000,3130.0,31.0,9.904153354632587
2925303,Porto Seguro,BA,2000,537.0,5.0,9.31098696461825
2925600,Presidente Dutra,BA,2000,18.0,0.0,0.0
2926202,Riachão das Neves,BA,2000,1540.0,5.0,3.2467532467532467
2926608,Ribeira do Pombal,BA,2000,80000.0,800.0,10.0
2927002,Rio Real,BA,2000,5000.0,50.0,10.0
2926806,Rio do Antônio,BA,2000,560.0,3.0,5.357142857142857
2927101,Rodelas,BA,2000,975.0,10.0,10.256410256410257
2927705,Santa Cruz Cabrália,BA,2000,258.0,3.0,11.627906976744185
2928059,Santa Luzia,BA,2000,380.0,4.0,10.526315789473685
2928406,Santa Rita de Cássia,BA,2000,1630.0,6.0,3.6809815950920246
2928505,Santa Terezinha,BA,2000,958.0,10.0,10.438413361169102
2930105,Senhor do Bonfim,BA,2000,3645.0,36.0,9.876543209876543
2930204,Sento Sé,BA,2000,1448.0,14.0,9.668508287292818
2930501,Serrinha,BA,2000,418.0,4.0,9.569377990430622
2930774,Sobradinho,BA,2000,370.0,2.0,5.405405405405405
2929701,Sátiro Dias,BA,2000,9250.0,42.0,4.54054054054054
2928901,São Desidério,BA,2000,1570.0,5.0,3.1847133757961785
2929255,São Gabriel,BA,2000,25.0,0.0,0.0
2929305,São Gonçalo dos Campos,BA,2000,3495.0,10.0,2.8612303290414878
2929354,São José da Vitória,BA,2000,292.0,3.0,10.273972602739725
2931350,Teixeira de Freitas,BA,2000,526.0,5.0,9.505703422053232
2931509,Teofilândia,BA,2000,60.0,1.0,16.666666666666668
2931905,Tucano,BA,2000,90000.0,900.0,10.0
2932408,Uibaí,BA,2000,15.0,0.0,0.0
2932507,Una,BA,2000,2500.0,30.0,12.0
2932606,Urandi,BA,2000,728.0,7.0,9.615384615384615
2932705,Uruçuca,BA,2000,3400.0,34.0,10.0
2933307,Vitória da Conquista,BA,2000,3191.0,6.0,1.880288310874334
2933059,Várzea da Roça,BA,2000,3680.0,24.0,6.521739130434782
2933455,Wanderley,BA,2000,3065.0,12.0,3.9151712887438825
2900405,Água Fria,BA,2000,25815.0,68.0,2.6341274452837498
2300101,Abaiara,CE,2000,131.0,0.0,0.0
2300309,Acopiara,CE,2000,10000.0,20.0,2.0
2300408,Aiuaba,CE,2000,1479.0,4.0,2.704530087897228
2300705,Alto Santo,CE,2000,98000.0,164.0,1.6734693877551021
2300903,Apuiarés,CE,2000,242.0,1.0,4.132231404958677
2301109,Aracati,CE,2000,1979.0,5.0,2.526528549772612
2301208,Aracoiaba,CE,2000,11930.0,24.0,2.0117351215423303
2301257,Ararendá,CE,2000,350.0,1.0,2.857142857142857
2301307,Araripe,CE,2000,149.0,0.0,0.0
2301703,Aurora,CE,2000,145.0,0.0,0.0
2301802,Baixio,CE,2000,9932.0,24.0,2.4164317358034637
2301851,Banabuiú,CE,2000,200.0,1.0,5.0
2301901,Barbalha,CE,2000,8847.0,33.0,3.730077992539844
2301950,Barreira,CE,2000,2610.0,5.0,1.9157088122605364
2302008,Barro,CE,2000,2818.0,9.0,3.1937544357700496
2302206,Beberibe,CE,2000,2750.0,8.0,2.909090909090909
2302503,Brejo Santo,CE,2000,6100.0,21.0,3.442622950819672
2302701,Campos Sales,CE,2000,612.0,2.0,3.2679738562091503
2303204,Caririaçu,CE,2000,264.0,1.0,3.787878787878788
2303303,Cariús,CE,2000,2000.0,4.0,2.0
2303402,Carnaubal,CE,2000,300.0,1.0,3.3333333333333335
2303501,Cascavel,CE,2000,3768.0,11.0,2.91932059447983
2303709,Caucaia,CE,2000,33.0,0.0,0.0
2303808,Cedro,CE,2000,500.0,1.0,2.0
2303956,Chorozinho,CE,2000,32400.0,65.0,2.006172839506173
2304202,Crato,CE,2000,45161.0,132.0,2.9228759327738536
2304236,Croatá,CE,2000,350.0,1.0,2.857142857142857
2304285,Eusébio,CE,2000,560.0,1.0,1.7857142857142858
2304301,Farias Brito,CE,2000,191.0,1.0,5.2356020942408374
2304400,Fortaleza,CE,2000,520.0,1.0,1.9230769230769231
2304459,Fortim,CE,2000,3724.0,11.0,2.953813104189044
2304509,Frecheirinha,CE,2000,200.0,1.0,5.0
2305001,Guaraciaba do Norte,CE,2000,300.0,1.0,3.3333333333333335
2305100,Guaramiranga,CE,2000,10000.0,20.0,2.0
2305233,Horizonte,CE,2000,2100.0,3.0,1.4285714285714286
2305266,Ibaretama,CE,2000,62.0,0.0,0.0
2305308,Ibiapina,CE,2000,300.0,1.0,3.3333333333333335
2305357,Icapuí,CE,2000,3723.0,10.0,2.686005909213
2305506,Iguatu,CE,2000,21230.0,42.0,1.9783325482807348
2305605,Independência,CE,2000,30.0,0.0,0.0
2305704,Ipaumirim,CE,2000,11092.0,27.0,2.434186801298233
2305803,Ipu,CE,2000,300.0,1.0,3.3333333333333335
2305902,Ipueiras,CE,2000,350.0,1.0,2.857142857142857
2306009,Iracema,CE,2000,2300.0,4.0,1.7391304347826086
2306256,Itaitinga,CE,2000,450.0,1.0,2.2222222222222223
2306207,Itaiçaba,CE,2000,163.0,0.0,0.0
2306306,Itapajé,CE,2000,185.0,1.0,5.405405405405405
2306405,Itapipoca,CE,2000,1750.0,6.0,3.4285714285714284
2306900,Jaguaribe,CE,2000,1885.0,5.0,2.6525198938992043
2307007,Jaguaruana,CE,2000,840.0,2.0,2.380952380952381
2307106,Jardim,CE,2000,101.0,0.0,0.0
2307403,Jucás,CE,2000,1000.0,2.0,2.0
2307502,Lavras da Mangabeira,CE,2000,1245.0,3.0,2.4096385542168677
2307601,Limoeiro do Norte,CE,2000,60400.0,102.0,1.6887417218543046
2308104,Mauriti,CE,2000,1578.0,5.0,3.1685678073510775
2308302,Milagres,CE,2000,410.0,1.0,2.4390243902439024
2308401,Missão Velha,CE,2000,74.0,0.0,0.0
2308500,Mombaça,CE,2000,40000.0,80.0,2.0
2308609,Monsenhor Tabosa,CE,2000,1300.0,2.0,1.5384615384615385
2308708,Morada Nova,CE,2000,29900.0,52.0,1.7391304347826086
2308906,Morrinhos,CE,2000,1050.0,4.0,3.8095238095238093
2309300,Nova Russas,CE,2000,320.0,1.0,3.125
2309458,Ocara,CE,2000,8100.0,16.0,1.9753086419753085
2309607,Pacajus,CE,2000,23150.0,25.0,1.079913606911447
2310001,Palhano,CE,2000,665.0,2.0,3.007518796992481
2310308,Parambu,CE,2000,1750.0,4.0,2.2857142857142856
2310506,Pedra Branca,CE,2000,2200.0,7.0,3.1818181818181817
2310852,Pindoretama,CE,2000,1500.0,5.0,3.3333333333333335
2310902,Piquet Carneiro,CE,2000,700.0,1.0,1.4285714285714286
2310951,Pires Ferreira,CE,2000,100.0,0.0,0.0
2311009,Poranga,CE,2000,20.0,0.0,0.0
2311108,Porteiras,CE,2000,761.0,3.0,3.942181340341656
2311207,Potengi,CE,2000,88.0,0.0,0.0
2311231,Potiretama,CE,2000,8300.0,14.0,1.6867469879518073
2311306,Quixadá,CE,2000,1050.0,3.0,2.857142857142857
2311355,Quixelô,CE,2000,1000.0,2.0,2.0
2311405,Quixeramobim,CE,2000,120.0,0.0,0.0
2311504,Quixeré,CE,2000,4000.0,7.0,1.75
2311702,Reriutaba,CE,2000,400.0,1.0,2.5
2311801,Russas,CE,2000,897.0,2.0,2.229654403567447
2311900,Saboeiro,CE,2000,100.0,0.0,0.0
2312007,Santana do Acaraú,CE,2000,3060.0,14.0,4.57516339869281
2312106,Santana do Cariri,CE,2000,127021.0,344.0,2.708213602475181
2312700,Senador Pompeu,CE,2000,200.0,1.0,5.0
2312403,São Gonçalo do Amarante,CE,2000,495.0,1.0,2.0202020202020203
2312502,São João do Jaguaribe,CE,2000,6500.0,11.0,1.6923076923076923
2313104,Tabuleiro do Norte,CE,2000,11200.0,19.0,1.6964285714285714
2313252,Tarrafas,CE,2000,51.0,0.0,0.0
2313401,Tianguá,CE,2000,200.0,1.0,5.0
2313500,Trairi,CE,2000,6000.0,21.0,3.5
2313609,Ubajara,CE,2000,200.0,1.0,5.0
2313708,Umari,CE,2000,1180.0,3.0,2.542372881355932
2313955,Varjota,CE,2000,100.0,0.0,0.0
2314102,Viçosa do Ceará,CE,2000,1000.0,3.0,3.0
5300108,Brasília,DF,2000,20000.0,160.0,8.0
3200102,Afonso Cláudio,ES,2000,980.0,4.0,4.081632653061225
3200201,Alegre,ES,2000,800.0,4.0,5.0
3200300,Alfredo Chaves,ES,2000,630.0,3.0,4.761904761904762
3200359,Alto Rio Novo,ES,2000,210.0,2.0,9.523809523809524
3200409,Anchieta,ES,2000,1430.0,7.0,4.895104895104895
3200508,Apiacá,ES,2000,37.0,0.0,0.0
3200607,Aracruz,ES,2000,1480.0,7.0,4.72972972972973
3200805,Baixo Guandu,ES,2000,245.0,2.0,8.16326530612245
3200904,Barra de São Francisco,ES,2000,4160.0,31.0,7.451923076923077
3201001,Boa Esperança,ES,2000,2010.0,12.0,5.970149253731344
3201100,Bom Jesus do Norte,ES,2000,82.0,0.0,0.0
3201159,Brejetuba,ES,2000,400.0,2.0,5.0
3201209,Cachoeiro de Itapemirim,ES,2000,279.0,1.0,3.5842293906810037
3201308,Cariacica,ES,2000,1174.0,7.0,5.9625212947189095
3201407,Castelo,ES,2000,921.0,4.0,4.3431053203040175
3201506,Colatina,ES,2000,8640.0,65.0,7.523148148148148
3201605,Conceição da Barra,ES,2000,1080.0,6.0,5.555555555555555
3201704,Conceição do Castelo,ES,2000,1050.0,5.0,4.761904761904762
3201803,Divino de São Lourenço,ES,2000,115.0,1.0,8.695652173913043
3201902,Domingos Martins,ES,2000,5600.0,22.0,3.9285714285714284
3202009,Dores do Rio Preto,ES,2000,390.0,2.0,5.128205128205129
3202108,Ecoporanga,ES,2000,605.0,5.0,8.264462809917354
3202207,Fundão,ES,2000,5355.0,25.0,4.6685340802987865
3202405,Guarapari,ES,2000,2520.0,13.0,5.158730158730159
3202306,Guaçuí,ES,2000,3500.0,20.0,5.714285714285714
3202454,Ibatiba,ES,2000,1000.0,4.0,4.0
3202504,Ibiraçu,ES,2000,12293.0,55.0,4.474090946066867
3202553,Ibitirama,ES,2000,38.0,0.0,0.0
3202603,Iconha,ES,2000,1030.0,5.0,4.854368932038835
3202652,Irupi,ES,2000,650.0,4.0,6.153846153846154
3202702,Itaguaçu,ES,2000,2658.0,16.0,6.019563581640331
3202801,Itapemirim,ES,2000,1630.0,8.0,4.9079754601226995
3202900,Itarana,ES,2000,2060.0,12.0,5.825242718446602
3203007,Iúna,ES,2000,1200.0,7.0,5.833333333333333
3203056,Jaguaré,ES,2000,1075.0,6.0,5.5813953488372094
3203106,Jerônimo Monteiro,ES,2000,800.0,4.0,5.0
3203130,João Neiva,ES,2000,2088.0,10.0,4.789272030651341
3203163,Laranja da Terra,ES,2000,1000.0,4.0,4.0
3203205,Linhares,ES,2000,5330.0,24.0,4.50281425891182
3203304,Mantenópolis,ES,2000,153.0,1.0,6.5359477124183005
3203320,Marataízes,ES,2000,260.0,1.0,3.8461538461538463
3203346,Marechal Floriano,ES,2000,500.0,2.0,4.0
3203353,Marilândia,ES,2000,1270.0,10.0,7.874015748031496
3203403,Mimoso do Sul,ES,2000,1334.0,6.0,4.497751124437781
3203502,Montanha,ES,2000,975.0,5.0,5.128205128205129
3203601,Mucurici,ES,2000,490.0,3.0,6.122448979591836
3203700,Muniz Freire,ES,2000,480.0,3.0,6.25
3203809,Muqui,ES,2000,1003.0,5.0,4.985044865403789
3203908,Nova Venécia,ES,2000,5358.0,33.0,6.159014557670773
3204005,Pancas,ES,2000,9500.0,71.0,7.473684210526316
3204054,Pedro Canário,ES,2000,514.0,3.0,5.836575875486381
3204104,Pinheiros,ES,2000,5335.0,28.0,5.248359887535146
3204203,Piúma,ES,2000,596.0,3.0,5.033557046979865
3204252,Ponto Belo,ES,2000,530.0,3.0,5.660377358490566
3204302,Presidente Kennedy,ES,2000,102.0,0.0,0.0
3204351,Rio Bananal,ES,2000,4941.0,24.0,4.857316332726168
3204401,Rio Novo do Sul,ES,2000,4650.0,21.0,4.516129032258065
3204500,Santa Leopoldina,ES,2000,9040.0,63.0,6.969026548672566
3204559,Santa Maria de Jetibá,ES,2000,8675.0,52.0,5.994236311239193
3204609,Santa Teresa,ES,2000,5694.0,26.0,4.566210045662101
3205002,Serra,ES,2000,2862.0,17.0,5.93990216631726
3205010,Sooretama,ES,2000,1750.0,9.0,5.142857142857143
3204658,São Domingos do Norte,ES,2000,4115.0,31.0,7.533414337788578
3204708,São Gabriel da Palha,ES,2000,6230.0,47.0,7.544141252006421
3204807,São José do Calçado,ES,2000,50.0,0.0,0.0
3204906,São Mateus,ES,2000,5118.0,30.0,5.861664712778429
3204955,São Roque do Canaã,ES,2000,1230.0,9.0,7.317073170731708
3205036,Vargem Alta,ES,2000,740.0,4.0,5.405405405405405
3205069,Venda Nova do Imigrante,ES,2000,3000.0,13.0,4.333333333333333
3205101,Viana,ES,2000,2188.0,13.0,5.941499085923217
3205150,Vila Pavão,ES,2000,7842.0,47.0,5.9933690385105844
3205176,Vila Valério,ES,2000,1250.0,9.0,7.2
3205200,Vila Velha,ES,2000,410.0,2.0,4.878048780487805
3200169,Água Doce do Norte,ES,2000,250.0,2.0,8.0
3200136,Águia Branca,ES,2000,1675.0,13.0,7.7611940298507465
5200100,Abadiânia,GO,2000,450.0,4.0,8.88888888888889
5200506,Aloândia,GO,2000,60.0,0.0,0.0
5200605,Alto Paraíso de Goiás,GO,2000,70.0,1.0,14.285714285714286
5200902,Amorinópolis,GO,2000,300.0,3.0,10.0
5201306,Anicuns,GO,2000,1380.0,11.0,7.971014492753623
5201108,Anápolis,GO,2000,900.0,7.0,7.777777777777778
5201801,Aragoiânia,GO,2000,300.0,3.0,10.0
5202155,Araguapaz,GO,2000,330.0,3.0,9.090909090909092
5202353,Arenópolis,GO,2000,1040.0,9.0,8.653846153846153
5203302,Bela Vista de Goiás,GO,2000,2000.0,10.0,5.0
5203500,Bom Jesus de Goiás,GO,2000,320.0,3.0,9.375
5203906,Buriti Alegre,GO,2000,380.0,3.0,7.894736842105263
5203939,Buriti de Goiás,GO,2000,15.0,0.0,0.0
5204003,Cabeceiras,GO,2000,400.0,4.0,10.0
5204250,Cachoeira Dourada,GO,2000,150.0,1.0,6.666666666666667
5204201,Cachoeira de Goiás,GO,2000,70.0,1.0,14.285714285714286
5204557,Caldazinha,GO,2000,1200.0,12.0,10.0
5205000,Carmo do Rio Verde,GO,2000,1420.0,8.0,5.633802816901408
5205109,Catalão,GO,2000,5800.0,49.0,8.448275862068966
5205406,Ceres,GO,2000,1220.0,7.0,5.737704918032787
5205455,Cezarina,GO,2000,440.0,3.0,6.818181818181818
5205471,Chapadão do Céu,GO,2000,8000.0,72.0,9.0
5205513,Cocalzinho de Goiás,GO,2000,330.0,3.0,9.090909090909092
5205802,Corumbá de Goiás,GO,2000,300.0,3.0,10.0
5206503,Cromínia,GO,2000,5200.0,42.0,8.076923076923077
5207105,Diorama,GO,2000,130.0,1.0,7.6923076923076925
5207402,Edéia,GO,2000,180.0,2.0,11.11111111111111
5207501,Estrela do Norte,GO,2000,600.0,5.0,8.333333333333334
5207535,Faina,GO,2000,380.0,3.0,7.894736842105263
5207600,Fazenda Nova,GO,2000,1700.0,15.0,8.823529411764707
5207907,Flores de Goiás,GO,2000,2500.0,25.0,10.0
5208004,Formosa,GO,2000,1700.0,17.0,10.0
5208509,Goiandira,GO,2000,11500.0,104.0,9.043478260869565
5208608,Goianésia,GO,2000,150.0,1.0,6.666666666666667
5209101,Goiatuba,GO,2000,1200.0,10.0,8.333333333333334
5208905,Goiás,GO,2000,5500.0,44.0,8.0
5208707,Goiânia,GO,2000,1600.0,16.0,10.0
5209200,Guapó,GO,2000,300.0,2.0,6.666666666666667
5209606,Heitoraí,GO,2000,5000.0,40.0,8.0
5209705,Hidrolândia,GO,2000,1000.0,6.0,6.0
5210109,Ipameri,GO,2000,3000.0,26.0,8.666666666666666
5210208,Iporá,GO,2000,1520.0,14.0,9.210526315789474
5210307,Israelândia,GO,2000,610.0,5.0,8.19672131147541
5210406,Itaberaí,GO,2000,1320.0,11.0,8.333333333333334
5210604,Itaguaru,GO,2000,3250.0,26.0,8.0
5211008,Itapirapuã,GO,2000,4200.0,38.0,9.047619047619047
5211206,Itapuranga,GO,2000,350.0,2.0,5.714285714285714
5211404,Itauçu,GO,2000,115.0,1.0,8.695652173913043
5211503,Itumbiara,GO,2000,480.0,4.0,8.333333333333334
5211602,Ivolândia,GO,2000,260.0,2.0,7.6923076923076925
5211701,Jandaia,GO,2000,70.0,1.0,14.285714285714286
5211800,Jaraguá,GO,2000,400.0,3.0,7.5
5212006,Jaupaci,GO,2000,256.0,2.0,7.8125
5212105,Joviânia,GO,2000,150.0,1.0,6.666666666666667
5212204,Jussara,GO,2000,650.0,6.0,9.23076923076923
5212303,Leopoldo de Bulhões,GO,2000,2450.0,21.0,8.571428571428571
5213087,Minaçu,GO,2000,500.0,4.0,8.0
5213707,Montes Claros de Goiás,GO,2000,370.0,3.0,8.108108108108109
5213806,Morrinhos,GO,2000,2400.0,19.0,7.916666666666667
5213905,Mossâmedes,GO,2000,920.0,8.0,8.695652173913043
5214002,Mozarlândia,GO,2000,380.0,3.0,7.894736842105263
5214507,Nerópolis,GO,2000,250.0,2.0,8.0
5215009,Nova Veneza,GO,2000,65.0,1.0,15.384615384615385
5215207,Novo Brasil,GO,2000,60.0,1.0,16.666666666666668
5215306,Orizona,GO,2000,3850.0,33.0,8.571428571428571
5215405,Ouro Verde de Goiás,GO,2000,250.0,2.0,8.0
5215702,Palmeiras de Goiás,GO,2000,240.0,2.0,8.333333333333334
5216403,Paraúna,GO,2000,60.0,1.0,16.666666666666668
5216809,Petrolina de Goiás,GO,2000,1000.0,8.0,8.0
5217104,Piracanjuba,GO,2000,1920.0,15.0,7.8125
5217302,Pirenópolis,GO,2000,3300.0,30.0,9.090909090909092
5217401,Pires do Rio,GO,2000,700.0,6.0,8.571428571428571
5217609,Planaltina,GO,2000,400.0,4.0,10.0
5217708,Pontalina,GO,2000,2200.0,19.0,8.636363636363637
5218003,Porangatu,GO,2000,3000.0,24.0,8.0
5218052,Porteirão,GO,2000,250.0,2.0,8.0
5219001,Sanclerlândia,GO,2000,300.0,3.0,10.0
5219209,Santa Cruz de Goiás,GO,2000,540.0,5.0,9.25925925925926
5219258,Santa Fé de Goiás,GO,2000,30.0,0.0,0.0
5219506,Santa Rosa de Goiás,GO,2000,280.0,2.0,7.142857142857143
5219605,Santa Tereza de Goiás,GO,2000,200.0,2.0,10.0
5220454,Senador Canedo,GO,2000,400.0,4.0,10.0
5220603,Silvânia,GO,2000,4240.0,38.0,8.962264150943396
5220009,São João d'Aliança,GO,2000,750.0,8.0,10.666666666666666
5220058,São João da Paraúna,GO,2000,60.0,1.0,16.666666666666668
5220108,São Luís de Montes Belos,GO,2000,400.0,4.0,10.0
5220207,São Miguel do Araguaia,GO,2000,300.0,2.0,6.666666666666667
5220264,São Miguel do Passa Quatro,GO,2000,550.0,5.0,9.090909090909092
5221452,Trombas,GO,2000,200.0,2.0,10.0
5221502,Turvânia,GO,2000,500.0,5.0,10.0
5221700,Uruana,GO,2000,800.0,5.0,6.25
5221809,Urutaí,GO,2000,380.0,3.0,7.894736842105263
5221908,Varjão,GO,2000,430.0,4.0,9.30232558139535
5222005,Vianópolis,GO,2000,300.0,3.0,10.0
2100873,Araguanã,MA,2000,3128.0,8.0,2.557544757033248
2101004,Arari,MA,2000,456.0,4.0,8.771929824561404
2101608,Barra do Corda,MA,2000,2238.0,10.0,4.468275245755138
2102200,Buriti,MA,2000,609.0,2.0,3.284072249589491
2104081,Fernando Falcão,MA,2000,3440.0,15.0,4.3604651162790695
2104206,Fortuna,MA,2000,1045.0,6.0,5.741626794258373
2105476,Jenipapo dos Vieiras,MA,2000,998.0,5.0,5.01002004008016
2105658,Junco do Maranhão,MA,2000,8000.0,20.0,2.5
2106326,Maracaçumé,MA,2000,3500.0,9.0,2.5714285714285716
2106409,Mata Roma,MA,2000,392.0,2.0,5.1020408163265305
2106706,Mirador,MA,2000,905.0,4.0,4.419889502762431
2107357,Nova Olinda do Maranhão,MA,2000,4565.0,11.0,2.4096385542168677
2108603,Pinheiro,MA,2000,66.0,1.0,15.151515151515152
2109239,Presidente Médici,MA,2000,2500.0,6.0,2.4
2110039,Santa Luzia do Paruá,MA,2000,93000.0,233.0,2.5053763440860215
2110401,São Benedito do Rio Preto,MA,2000,196.0,1.0,5.1020408163265305
2110500,São Bento,MA,2000,49.0,0.0,0.0
